Ex_ID,Best_cost,Constr_cost,Travel_time,Best_lane,Best_station,FW_time
Ex 7,51778610.52126754,59000.0,2585.980526063377,[0 0 1 0 1 1],[1 2 3],0.0781407356262207
Ex 7,51891242.10878822,60000.0,2591.562105439411,[0 0 1 0 1 1],[1 2 4],0.07810640335083008
Ex 7,51914811.80297325,60000.0,2592.7405901486622,[0 0 1 0 1 1],[1 4 3],0.0781407356262207
Ex 7,52027443.39049392,61000.0,2598.322169524696,[0 0 1 0 1 1],[1 4 4],0.062453269958496094
Ex 7,49010921.44160366,50000.0,2448.046072080183,[0 0 1 1 0 1],[0 0 0],0.01562356948852539
Ex 7,50590122.77814569,56000.0,2526.7061389072846,[0 0 1 1 0 1],[1 2 0],0.24994874000549316
Ex 7,50715760.35874949,57000.0,2532.9380179374743,[0 0 1 1 0 1],[1 4 0],0.26555418968200684
Ex 7,50427723.03502243,56000.0,2518.5861517511216,[0 0 1 1 0 1],[1 0 3],0.15628957748413086
Ex 7,50546897.30889999,57000.0,2524.4948654449995,[0 0 1 1 0 1],[1 0 4],0.12934374809265137
Ex 7,51958547.83360283,59000.0,2594.9773916801414,[0 0 1 1 0 1],[1 2 3],0.23432064056396484
Ex 7,52070379.73721822,60000.0,2600.5189868609114,[0 0 1 1 0 1],[1 2 4],0.2187049388885498
Ex 7,52077282.381579936,60000.0,2600.8641190789967,[0 0 1 1 0 1],[1 4 3],0.24993681907653809
Ex 7,52189114.285195336,61000.0,2606.4057142597667,[0 0 1 1 0 1],[1 4 4],0.26277589797973633
Ex 7,49031506.96348749,45000.0,2449.3253481743745,[0 0 1 1 1 0],[0 0 0],0.015619754791259766
Ex 7,50403143.34587093,51000.0,2517.6071672935464,[0 0 1 1 1 0],[1 2 0],0.4061167240142822
Ex 7,50545689.23368854,52000.0,2524.684461684427,[0 0 1 1 1 0],[1 4 0],0.39057278633117676
Ex 7,50487930.51654085,51000.0,2521.8465258270426,[0 0 1 1 1 0],[1 0 3],0.1250004768371582
Ex 7,50600468.65602069,52000.0,2527.423432801035,[0 0 1 1 1 0],[1 0 4],0.1414198875427246
Ex 7,51831850.713081315,54000.0,2588.892535654066,[0 0 1 1 1 0],[1 2 3],0.14055252075195312
Ex 7,51940160.429588094,55000.0,2594.2580214794048,[0 0 1 1 1 0],[1 2 4],0.1562480926513672
Ex 7,51968382.48772214,55000.0,2595.6691243861073,[0 0 1 1 1 0],[1 4 3],0.15621614456176758
Ex 7,52076692.204228915,56000.0,2601.034610211446,[0 0 1 1 1 0],[1 4 4],0.14058947563171387
Ex 7,50910683.53071384,55000.0,2542.784176535692,[1 0 0 0 1 1],[0 0 0],0.01564645767211914
Ex 7,52067086.41883386,61000.0,2600.304320941693,[1 0 0 0 1 1],[1 2 0],0.2974729537963867
Ex 7,52214108.64798093,62000.0,2607.6054323990465,[1 0 0 0 1 1],[1 4 0],0.2812197208404541
Ex 7,52162882.36709333,61000.0,2605.0941183546665,[1 0 0 0 1 1],[1 0 3],0.21866321563720703
Ex 7,52284057.81718239,62000.0,2611.1028908591197,[1 0 0 0 1 1],[1 0 4],0.23431992530822754
Ex 7,53337535.52698787,64000.0,2663.6767763493935,[1 0 0 0 1 1],[1 2 3],0.267669677734375
Ex 7,53452100.20356644,65000.0,2669.355010178322,[1 0 0 0 1 1],[1 2 4],0.20051789283752441
Ex 7,53476091.34535538,65000.0,2670.554567267769,[1 0 0 0 1 1],[1 4 3],0.2186896800994873
Ex 7,53590656.02193395,66000.0,2676.2328010966976,[1 0 0 0 1 1],[1 4 4],0.21869754791259766
Ex 7,50838734.11460338,55000.0,2539.186705730169,[1 0 0 1 0 1],[0 0 0],0.0
Ex 7,52266013.14805548,61000.0,2610.250657402774,[1 0 0 1 0 1],[1 2 0],0.29680371284484863
Ex 7,52393482.41054333,62000.0,2616.5741205271665,[1 0 0 1 0 1],[1 4 0],0.28295159339904785
Ex 7,51915157.31857575,61000.0,2592.707865928787,[1 0 0 1 0 1],[1 0 3],0.26556825637817383
Ex 7,52051783.98596102,62000.0,2599.489199298051,[1 0 0 1 0 1],[1 0 4],0.2967953681945801
Ex 7,53299379.44640643,64000.0,2661.7689723203216,[1 0 0 1 0 1],[1 2 3],0.23432564735412598
Ex 7,53429012.32539548,65000.0,2668.200616269774,[1 0 0 1 0 1],[1 2 4],0.2350599765777588
Ex 7,53420882.78229167,65000.0,2667.7941391145837,[1 0 0 1 0 1],[1 4 3],0.23431611061096191
Ex 7,53550515.66128072,66000.0,2674.225783064036,[1 0 0 1 0 1],[1 4 4],0.23431873321533203
Ex 7,50894337.81745865,50000.0,2542.2168908729327,[1 0 0 1 1 0],[0 0 0],0.015623331069946289
Ex 7,52056121.34547178,56000.0,2600.006067273589,[1 0 0 1 1 0],[1 2 0],0.36019229888916016
Ex 7,52202018.514619686,57000.0,2607.2509257309844,[1 0 0 1 1 0],[1 4 0],0.35927772521972656
Ex 7,51928661.28774363,56000.0,2593.6330643871815,[1 0 0 1 1 0],[1 0 3],0.40611863136291504
Ex 7,52066076.36005467,57000.0,2600.4538180027334,[1 0 0 1 1 0],[1 0 4],0.3756599426269531
Ex 7,53119974.13448155,59000.0,2653.0487067240774,[1 0 0 1 1 0],[1 2 3],0.3123912811279297
Ex 7,53250571.95788613,60000.0,2659.5285978943066,[1 0 0 1 1 0],[1 2 4],0.2968451976776123
Ex 7,53259417.26427549,60000.0,2659.9708632137745,[1 0 0 1 1 0],[1 4 3],0.28186655044555664
Ex 7,53390015.087680094,61000.0,2666.4507543840045,[1 0 0 1 1 0],[1 4 4],0.3124692440032959
Ex 7,53526475.30183418,55000.0,2673.573765091709,[1 1 0 0 0 1],[0 0 0],0.0
Ex 7,54437602.71041182,61000.0,2718.830135520591,[1 1 0 0 0 1],[1 2 0],0.14058709144592285
Ex 7,54586458.61259153,62000.0,2726.2229306295762,[1 1 0 0 0 1],[1 4 0],0.14055395126342773
Ex 7,54284557.289920606,61000.0,2711.1778644960305,[1 1 0 0 0 1],[1 0 3],0.07810664176940918
Ex 7,54426223.066700414,62000.0,2718.2111533350208,[1 1 0 0 0 1],[1 0 4],0.07810688018798828
Ex 7,55243797.72906068,64000.0,2758.989886453034,[1 1 0 0 0 1],[1 2 3],0.06252336502075195
Ex 7,55376325.95345839,65000.0,2765.5662976729195,[1 1 0 0 0 1],[1 2 4],0.0468599796295166
Ex 7,55383890.652366005,65000.0,2765.9445326183004,[1 1 0 0 0 1],[1 4 3],0.046866416931152344
Ex 7,55516418.87676372,66000.0,2772.5209438381858,[1 1 0 0 0 1],[1 4 4],0.04686546325683594
Ex 7,53551924.08360912,50000.0,2675.096204180456,[1 1 0 0 1 0],[0 0 0],0.02691197395324707
Ex 7,54052183.573268846,56000.0,2699.8091786634423,[1 1 0 0 1 0],[1 2 0],0.16133999824523926
Ex 7,54225256.63664665,57000.0,2708.4128318323324,[1 1 0 0 1 0],[1 4 0],0.17183423042297363
Ex 7,54574956.135459214,56000.0,2725.9478067729606,[1 1 0 0 1 0],[1 0 3],0.09372806549072266
Ex 7,54700344.012456864,57000.0,2732.167200622843,[1 1 0 0 1 0],[1 0 4],0.1093142032623291
Ex 7,55183517.16888847,59000.0,2756.2258584444235,[1 1 0 0 1 0],[1 2 3],0.062485456466674805
Ex 7,55303078.020693935,60000.0,2762.153901034697,[1 1 0 0 1 0],[1 2 4],0.07814240455627441
Ex 7,55345825.101350084,60000.0,2764.291255067504,[1 1 0 0 1 0],[1 4 3],0.0624845027923584
Ex 7,55465385.95315556,61000.0,2770.219297657778,[1 1 0 0 1 0],[1 4 4],0.07810759544372559
Ex 7,53519146.756964244,50000.0,2673.4573378482123,[1 1 1 0 0 0],[0 0 0],0.015620231628417969
Ex 7,54430829.58803885,56000.0,2718.7414794019423,[1 1 1 0 0 0],[1 2 0],0.1405954360961914
Ex 7,54579732.82960414,57000.0,2726.136641480207,[1 1 1 0 0 0],[1 4 0],0.12578129768371582
Ex 7,54542618.73955698,56000.0,2724.330936977849,[1 1 1 0 0 0],[1 0 3],0.07810306549072266
Ex 7,54667305.29468356,57000.0,2730.515264734178,[1 1 1 0 0 0],[1 0 4],0.09372830390930176
Ex 7,55465300.24524109,59000.0,2770.3150122620546,[1 1 1 0 0 0],[1 2 3],0.04687380790710449
Ex 7,55581989.55747038,60000.0,2776.099477873519,[1 1 1 0 0 0],[1 2 4],0.04685568809509277
Ex 7,55605098.42093506,60000.0,2777.2549210467528,[1 1 1 0 0 0],[1 4 3],0.04686164855957031
Ex 7,55721787.73316434,61000.0,2783.039386658217,[1 1 1 0 0 0],[1 4 4],0.04686403274536133
Ex 7,53645402.85621959,100000.0,2677.2701428109795,[1 1 1 1 1 1],[0 0 0],0.015622377395629883
Ex 7,54120936.05909908,106000.0,2700.746802954954,[1 1 1 1 1 1],[1 2 0],0.2967720031738281
Ex 7,54294481.9219444,107000.0,2709.37409609722,[1 1 1 1 1 1],[1 4 0],0.28088879585266113
Ex 7,54391434.358182095,106000.0,2714.2717179091046,[1 1 1 1 1 1],[1 0 3],0.1249701976776123
Ex 7,54533504.828788005,107000.0,2721.3252414394,[1 1 1 1 1 1],[1 0 4],0.14055824279785156
Ex 7,55016764.22482238,109000.0,2745.388211241119,[1 1 1 1 1 1],[1 2 3],0.10938119888305664
Ex 7,55151976.19708526,110000.0,2752.098809854263,[1 1 1 1 1 1],[1 2 4],0.09369540214538574
Ex 7,55179512.92115549,110000.0,2753.4756460577746,[1 1 1 1 1 1],[1 4 3],0.09376287460327148
Ex 7,55314724.89341837,111000.0,2760.1862446709188,[1 1 1 1 1 1],[1 4 4],0.09372973442077637
Ex 8,372439826.58536726,0,18621.991329268363,[0 0 0 0 0 0],[0 0 0],0.015621423721313477
Ex 8,308936315.49672306,6000.0,15446.515774836153,[0 0 0 0 0 0],[1 2 0],0.6735448837280273
Ex 8,309617095.2306844,7000.0,15480.50476153422,[0 0 0 0 0 0],[1 4 0],0.6568944454193115
Ex 8,321412914.1976412,6000.0,16070.34570988206,[0 0 0 0 0 0],[1 0 3],0.7185835838317871
Ex 8,321976316.4964048,7000.0,16098.465824820241,[0 0 0 0 0 0],[1 0 4],0.7505905628204346
Ex 8,286998853.2250126,9000.0,14349.49266125063,[0 0 0 0 0 0],[1 2 3],0.12497329711914062
Ex 8,287471154.8937706,10000.0,14373.057744688529,[0 0 0 0 0 0],[1 2 4],0.12496781349182129
Ex 8,287524783.3916182,10000.0,14375.73916958091,[0 0 0 0 0 0],[1 4 3],0.12497425079345703
Ex 8,287997085.0603761,11000.0,14399.304253018805,[0 0 0 0 0 0],[1 4 4],0.12572860717773438
Ex 8,434404243.4035888,20000.0,21719.21217017944,[1 0 0 0 0 0],[0 0 0],0.015625
Ex 8,344246231.9052374,26000.0,17211.01159526187,[1 0 0 0 0 0],[1 2 0],0.609229326248169
Ex 8,345033530.51838094,27000.0,17250.32652591905,[1 0 0 0 0 0],[1 4 0],0.5943763256072998
Ex 8,348578798.3918345,26000.0,17427.639919591726,[1 0 0 0 0 0],[1 0 3],0.5467462539672852
Ex 8,349325835.5733704,27000.0,17464.94177866852,[1 0 0 0 0 0],[1 0 4],0.5630910396575928
Ex 8,307530966.7400706,29000.0,15375.098337003528,[1 0 0 0 0 0],[1 2 3],0.5623667240142822
Ex 8,308109667.587935,30000.0,15403.983379396748,[1 0 0 0 0 0],[1 2 4],0.5307843685150146
Ex 8,308159103.94648004,30000.0,15406.455197324001,[1 0 0 0 0 0],[1 4 3],0.5467469692230225
Ex 8,308737804.7943445,31000.0,15435.340239717225,[1 0 0 0 0 0],[1 4 4],0.533005952835083
Ex 8,438046996.69439256,15000.0,21901.59983471963,[0 1 0 0 0 0],[0 0 0],0.015621423721313477
Ex 8,337765463.05891967,21000.0,16887.223152945982,[0 1 0 0 0 0],[1 2 0],0.6411087512969971
Ex 8,338624718.4108371,22000.0,16930.135920541856,[0 1 0 0 0 0],[1 4 0],0.6248884201049805
Ex 8,354350173.41526306,21000.0,17716.458670763153,[0 1 0 0 0 0],[1 0 3],0.6256375312805176
Ex 8,355076804.6922465,22000.0,17752.740234612324,[0 1 0 0 0 0],[1 0 4],0.6248509883880615
Ex 8,305049868.12042844,24000.0,15251.293406021423,[0 1 0 0 0 0],[1 2 3],0.06322669982910156
Ex 8,305628661.005037,25000.0,15280.18305025185,[0 1 0 0 0 0],[1 2 4],0.046895742416381836
Ex 8,305718893.6193951,25000.0,15284.694680969755,[0 1 0 0 0 0],[1 4 3],0.04686784744262695
Ex 8,306297686.50400364,26000.0,15313.584325200181,[0 1 0 0 0 0],[1 4 4],0.0624842643737793
Ex 8,374160370.728214,15000.0,18707.268536410702,[0 0 1 0 0 0],[0 0 0],0.015619754791259766
Ex 8,310510508.9540864,21000.0,15524.47544770432,[0 0 1 0 0 0],[1 2 0],0.656097412109375
Ex 8,311186474.87859213,22000.0,15558.223743929606,[0 0 1 0 0 0],[1 4 0],0.6881875991821289
Ex 8,322455383.0397461,21000.0,16121.719151987305,[0 0 1 0 0 0],[1 0 3],0.6724584102630615
Ex 8,323025272.08083576,22000.0,16150.163604041789,[0 0 1 0 0 0],[1 0 4],0.671715497970581
Ex 8,287052460.4410865,24000.0,14351.423022054323,[0 0 1 0 0 0],[1 2 3],0.09372973442077637
Ex 8,287529588.7488024,25000.0,14375.22943744012,[0 0 1 0 0 0],[1 2 4],0.09445357322692871
Ex 8,287588298.01109904,25000.0,14378.164900554952,[0 0 1 0 0 0],[1 4 3],0.09376263618469238
Ex 8,288065426.318815,26000.0,14401.97131594075,[0 0 1 0 0 0],[1 4 4],0.09372925758361816
Ex 8,373840758.47855026,15000.0,18691.287923927513,[0 0 0 1 0 0],[0 0 0],0.031241893768310547
Ex 8,311214547.27953625,21000.0,15559.677363976813,[0 0 0 1 0 0],[1 2 0],0.5467503070831299
Ex 8,311888967.4306305,22000.0,15593.348371531525,[0 0 0 1 0 0],[1 4 0],0.5474338531494141
Ex 8,315650503.4763069,21000.0,15781.475173815346,[0 0 0 1 0 0],[1 0 3],0.4686307907104492
Ex 8,316274602.4225657,22000.0,15812.630121128284,[0 0 0 1 0 0],[1 0 4],0.48506665229797363
Ex 8,282791695.5854037,24000.0,14138.384779270184,[0 0 0 1 0 0],[1 2 3],0.1249687671661377
Ex 8,283312343.3888163,25000.0,14164.367169440815,[0 0 0 1 0 0],[1 2 4],0.1405935287475586
Ex 8,283324132.0584369,25000.0,14164.956602921844,[0 0 0 1 0 0],[1 4 3],0.12497138977050781
Ex 8,283844779.8618495,26000.0,14190.938993092474,[0 0 0 1 0 0],[1 4 4],0.14060258865356445
Ex 8,375330008.74596983,15000.0,18765.75043729849,[0 0 0 0 1 0],[0 0 0],0.015610694885253906
Ex 8,303135515.2297386,21000.0,15155.72576148693,[0 0 0 0 1 0],[1 2 0],0.3132021427154541
Ex 8,303887033.07804775,22000.0,15193.251653902387,[0 0 0 0 1 0],[1 4 0],0.2967689037322998
Ex 8,323688117.64794415,21000.0,16183.355882397207,[0 0 0 0 1 0],[1 0 3],0.4842989444732666
Ex 8,324254152.4163455,22000.0,16211.607620817274,[0 0 0 0 1 0],[1 0 4],0.4694499969482422
Ex 8,282729200.8847739,24000.0,14135.260044238696,[0 0 0 0 1 0],[1 2 3],0.1249685287475586
Ex 8,283205865.6638645,25000.0,14159.043283193225,[0 0 0 0 1 0],[1 2 4],0.10935235023498535
Ex 8,283313932.7858691,25000.0,14164.446639293456,[0 0 0 0 1 0],[1 4 3],0.10934877395629883
Ex 8,283790597.56495965,26000.0,14188.229878247983,[0 0 0 0 1 0],[1 4 4],0.12497186660766602
Ex 8,374466176.48152477,20000.0,18722.308824076237,[0 0 0 0 0 1],[0 0 0],0.01562190055847168
Ex 8,311255165.3947921,26000.0,15561.458269739604,[0 0 0 0 0 1],[1 2 0],0.64113450050354
Ex 8,311932965.7336805,27000.0,15595.298286684025,[0 0 0 0 0 1],[1 4 0],0.7037086486816406
Ex 8,313420772.8288336,26000.0,15669.73864144168,[0 0 0 0 0 1],[1 0 3],0.6560993194580078
Ex 8,314067503.01241404,27000.0,15702.025150620702,[0 0 0 0 0 1],[1 0 4],0.7038300037384033
Ex 8,280792718.0266064,29000.0,14038.185901330318,[0 0 0 0 0 1],[1 2 3],0.07810330390930176
Ex 8,281333756.2942775,30000.0,14065.187814713874,[0 0 0 0 0 1],[1 2 4],0.07810664176940918
Ex 8,281331796.3469682,30000.0,14065.08981734841,[0 0 0 0 0 1],[1 4 3],0.07810711860656738
Ex 8,281872834.6146393,31000.0,14092.091730731963,[0 0 0 0 0 1],[1 4 4],0.07810688018798828
Ex 8,518238303.561565,35000.0,25910.16517807825,[1 1 0 0 0 0],[0 0 0],0.015623331069946289
Ex 8,374056422.2357307,41000.0,18700.771111786536,[1 1 0 0 0 0],[1 2 0],0.4538142681121826
Ex 8,375064588.00471324,42000.0,18751.129400235663,[1 1 0 0 0 0],[1 4 0],0.42177510261535645
Ex 8,392730663.5849183,41000.0,19634.483179245915,[1 1 0 0 0 0],[1 0 3],0.4693176746368408
Ex 8,393612586.17751294,42000.0,19678.529308875648,[1 1 0 0 0 0],[1 0 4],0.49991822242736816
Ex 8,332946787.4895874,44000.0,16645.13937447937,[1 1 0 0 0 0],[1 2 3],0.03125596046447754
Ex 8,333581836.15512425,45000.0,16676.841807756213,[1 1 0 0 0 0],[1 2 4],0.015607833862304688
Ex 8,333723677.80397797,45000.0,16683.9338901989,[1 1 0 0 0 0],[1 4 3],0.031245946884155273
Ex 8,334358726.4695149,46000.0,16715.636323475745,[1 1 0 0 0 0],[1 4 4],0.031241178512573242
Ex 8,435757734.057547,35000.0,21786.13670287735,[1 0 1 0 0 0],[0 0 0],0.01562047004699707
Ex 8,335089545.7945398,41000.0,16752.42728972699,[1 0 1 0 0 0],[1 2 0],0.5943348407745361
Ex 8,335951434.967511,42000.0,16795.47174837555,[1 0 1 0 0 0],[1 4 0],0.6091971397399902
Ex 8,350147413.2694932,41000.0,17505.32066347466,[1 0 1 0 0 0],[1 0 3],0.4537830352783203
Ex 8,350894210.64588785,42000.0,17542.61053229439,[1 0 1 0 0 0],[1 0 4],0.4530167579650879
Ex 8,301551549.3644266,44000.0,15075.37746822133,[1 0 1 0 0 0],[1 2 3],0.5164120197296143
Ex 8,302130308.0016229,45000.0,15104.265400081145,[1 0 1 0 0 0],[1 2 4],0.5311164855957031
Ex 8,302237337.7474507,45000.0,15109.616887372535,[1 0 1 0 0 0],[1 4 3],0.5005478858947754
Ex 8,302816096.384647,46000.0,15138.50481923235,[1 0 1 0 0 0],[1 4 4],0.5155017375946045
Ex 8,435460728.30381525,35000.0,21771.286415190763,[1 0 0 1 0 0],[0 0 0],0.015623331069946289
Ex 8,345872217.61142457,41000.0,17291.56088057123,[1 0 0 1 0 0],[1 2 0],0.499523401260376
Ex 8,346655942.3186754,42000.0,17330.69711593377,[1 0 0 1 0 0],[1 4 0],0.48426127433776855
Ex 8,339867364.45778805,41000.0,16991.318222889404,[1 0 0 1 0 0],[1 0 3],0.5486488342285156
Ex 8,340684891.9646956,42000.0,17032.14459823478,[1 0 0 1 0 0],[1 0 4],0.5467467308044434
Ex 8,301058583.0108231,44000.0,15050.729150541154,[1 0 0 1 0 0],[1 2 3],0.5388646125793457
Ex 8,301694061.30322844,45000.0,15082.453065161422,[1 0 0 1 0 0],[1 2 4],0.5623674392700195
Ex 8,301691026.97992253,45000.0,15082.301348996127,[1 0 0 1 0 0],[1 4 3],0.5560588836669922
Ex 8,302326505.27232784,46000.0,15114.025263616391,[1 0 0 1 0 0],[1 4 4],0.5318789482116699
Ex 8,437952235.7680369,35000.0,21895.861788401846,[1 0 0 0 1 0],[0 0 0],0.015620708465576172
Ex 8,336488932.59242,41000.0,16822.396629621,[1 0 0 0 1 0],[1 2 0],0.5310883522033691
Ex 8,337353715.3650729,42000.0,16865.585768253644,[1 0 0 0 1 0],[1 4 0],0.48516297340393066
Ex 8,351497922.62275434,41000.0,17572.846131137718,[1 0 0 0 1 0],[1 0 3],0.5779902935028076
Ex 8,352248095.0464525,42000.0,17610.304752322627,[1 0 0 0 1 0],[1 0 4],0.5943446159362793
Ex 8,302034375.5817978,44000.0,15099.518779089889,[1 0 0 0 1 0],[1 2 3],0.12496781349182129
Ex 8,302637783.2604698,45000.0,15129.63916302349,[1 0 0 0 1 0],[1 2 4],0.14059114456176758
Ex 8,302701867.35989994,45000.0,15132.843367994998,[1 0 0 0 1 0],[1 4 3],0.1406264305114746
Ex 8,303305275.03857195,46000.0,15162.963751928597,[1 0 0 0 1 0],[1 4 4],0.1562182903289795
Ex 8,437013609.27325886,40000.0,21848.680463662942,[1 0 0 0 0 1],[0 0 0],0.01561594009399414
Ex 8,346797739.4224639,46000.0,17337.586971123194,[1 0 0 0 0 1],[1 2 0],0.5944278240203857
Ex 8,347583067.69263947,47000.0,17376.803384631974,[1 0 0 0 0 1],[1 4 0],0.6399557590484619
Ex 8,349443098.86077714,46000.0,17469.854943038856,[1 0 0 0 0 1],[1 0 3],0.4384422302246094
Ex 8,350196568.6431848,47000.0,17507.478432159238,[1 0 0 0 0 1],[1 0 4],0.43739891052246094
Ex 8,308536680.47741365,49000.0,15424.384023870683,[1 0 0 0 0 1],[1 2 3],0.59450364112854
Ex 8,309118528.42673093,50000.0,15453.426421336546,[1 0 0 0 0 1],[1 2 4],0.577782154083252
Ex 8,309165453.7168679,50000.0,15455.772685843396,[1 0 0 0 0 1],[1 4 3],0.5467410087585449
Ex 8,309747301.6661852,51000.0,15484.81508330926,[1 0 0 0 0 1],[1 4 4],0.5798261165618896
Ex 8,440191806.87473273,30000.0,22008.090343736636,[0 1 1 0 0 0],[0 0 0],0.031269073486328125
Ex 8,337726298.8204656,36000.0,16884.51494102328,[0 1 1 0 0 0],[1 2 0],0.5935485363006592
Ex 8,338593675.35815316,37000.0,16927.833767907658,[0 1 1 0 0 0],[1 4 0],0.5943677425384521
Ex 8,355238049.0209706,36000.0,17760.10245104853,[0 1 1 0 0 0],[1 0 3],0.6092348098754883
Ex 8,355974182.1153686,37000.0,17796.85910576843,[0 1 1 0 0 0],[1 0 4],0.6724362373352051
Ex 8,305738569.5352964,39000.0,15284.97847676482,[0 1 1 0 0 0],[1 2 3],0.15618896484375
Ex 8,306316524.98303336,40000.0,15313.826249151667,[0 1 1 0 0 0],[1 2 4],0.1718599796295166
Ex 8,306412586.57593966,40000.0,15318.629328796982,[0 1 1 0 0 0],[1 4 3],0.15708422660827637
Ex 8,306990542.02367663,41000.0,15347.477101183831,[0 1 1 0 0 0],[1 4 4],0.17180371284484863
Ex 8,439880244.1496368,30000.0,21992.51220748184,[0 1 0 1 0 0],[0 0 0],0.015621423721313477
Ex 8,339880345.9052846,36000.0,16992.21729526423,[0 1 0 1 0 0],[1 2 0],0.18748736381530762
Ex 8,340732229.73958766,37000.0,17034.761486979383,[0 1 0 1 0 0],[1 4 0],0.15619611740112305
Ex 8,354455284.80417085,36000.0,17720.96424020854,[0 1 0 1 0 0],[1 0 3],0.547515869140625
Ex 8,355189990.4171294,37000.0,17757.64952085647,[0 1 0 1 0 0],[1 0 4],0.4998908042907715
Ex 8,306418773.2308478,39000.0,15318.98866154239,[0 1 0 1 0 0],[1 2 3],0.04686093330383301
Ex 8,306993858.651259,40000.0,15347.69293256295,[0 1 0 1 0 0],[1 2 4],0.031239986419677734
Ex 8,307086781.40602535,40000.0,15352.339070301268,[0 1 0 1 0 0],[1 4 3],0.046829938888549805
Ex 8,307661866.8264365,41000.0,15381.043341321825,[0 1 0 1 0 0],[1 4 4],0.04689836502075195
Ex 8,440391046.9442185,30000.0,22018.052347210927,[0 1 0 0 1 0],[0 0 0],0.03120565414428711
Ex 8,328880205.04009986,36000.0,16442.210252004992,[0 1 0 0 1 0],[1 2 0],0.17695045471191406
Ex 8,329810802.2532183,37000.0,16488.690112660915,[0 1 0 0 1 0],[1 4 0],0.1517045497894287
Ex 8,356295445.2905676,36000.0,17812.97226452838,[0 1 0 0 1 0],[1 0 3],0.5467450618743896
Ex 8,357025571.12834466,37000.0,17849.42855641723,[0 1 0 0 1 0],[1 0 4],0.5162837505340576
Ex 8,299071399.87471914,39000.0,14951.619993735958,[0 1 0 0 1 0],[1 2 3],0.14056134223937988
Ex 8,299651477.95306116,40000.0,14980.573897653057,[0 1 0 0 1 0],[1 2 4],0.1718301773071289
Ex 8,299801408.1321437,40000.0,14988.070406607183,[0 1 0 0 1 0],[1 4 3],0.10938525199890137
Ex 8,300381486.2104857,41000.0,15017.024310524284,[0 1 0 0 1 0],[1 4 4],0.10934972763061523
Ex 8,439612582.49831253,35000.0,21978.879124915627,[0 1 0 0 0 1],[0 0 0],0.015625715255737305
Ex 8,338267601.25855494,41000.0,16911.330062927747,[0 1 0 0 0 1],[1 2 0],0.5787291526794434
Ex 8,339134451.4832284,42000.0,16954.622574161418,[0 1 0 0 0 1],[1 4 0],0.5936117172241211
Ex 8,342602484.3659986,41000.0,17128.07421829993,[0 1 0 0 0 1],[1 0 3],0.5945701599121094
Ex 8,343424501.9366183,42000.0,17169.125096830918,[0 1 0 0 0 1],[1 0 4],0.5786194801330566
Ex 8,297217381.0529746,44000.0,14858.66905264873,[0 1 0 0 0 1],[1 2 3],0.12496066093444824
Ex 8,297865122.8900137,45000.0,14891.006144500685,[0 1 0 0 0 1],[1 2 4],0.0937349796295166
Ex 8,297895908.7536668,45000.0,14892.54543768334,[0 1 0 0 0 1],[1 4 3],0.09372806549072266
Ex 8,298543650.590706,46000.0,14924.8825295353,[0 1 0 0 0 1],[1 4 4],0.09369277954101562
Ex 8,375752384.21983284,30000.0,18786.11921099164,[0 0 1 1 0 0],[0 0 0],0.01566004753112793
Ex 8,311618831.8469606,36000.0,15579.14159234803,[0 0 1 1 0 0],[1 2 0],0.7194066047668457
Ex 8,312299758.088865,37000.0,15613.137904443249,[0 0 1 1 0 0],[1 4 0],0.6717181205749512
Ex 8,317096430.5024557,36000.0,15853.021525122786,[0 0 1 1 0 0],[1 0 3],0.5006883144378662
Ex 8,317722235.74069494,37000.0,15884.261787034748,[0 0 1 1 0 0],[1 0 4],0.5155444145202637
Ex 8,282996009.09610415,39000.0,14147.850454805208,[0 0 1 1 0 0],[1 2 3],0.09372234344482422
Ex 8,283513155.86490566,40000.0,14173.657793245282,[0 0 1 1 0 0],[1 2 4],0.10998296737670898
Ex 8,283546121.9296173,40000.0,14175.306096480865,[0 0 1 1 0 0],[1 4 3],0.09372806549072266
Ex 8,284063268.69841886,41000.0,14201.113434920942,[0 0 1 1 0 0],[1 4 4],0.09372615814208984
Ex 8,377434455.8675814,30000.0,18870.22279337907,[0 0 1 0 1 0],[0 0 0],0.015621662139892578
Ex 8,303754274.66911775,36000.0,15185.913733455887,[0 0 1 0 1 0],[1 2 0],0.4530160427093506
Ex 8,304509381.3068194,37000.0,15223.619065340969,[0 0 1 0 1 0],[1 4 0],0.43815016746520996
Ex 8,326314629.28667074,36000.0,16313.931464333536,[0 0 1 0 1 0],[1 0 3],0.5779876708984375
Ex 8,326879270.78507197,37000.0,16342.113539253598,[0 0 1 0 1 0],[1 0 4],0.6020035743713379
Ex 8,284095917.0884304,39000.0,14202.845854421521,[0 0 1 0 1 0],[1 2 3],0.15621113777160645
Ex 8,284565244.3878093,40000.0,14226.262219390464,[0 0 1 0 1 0],[1 2 4],0.21866464614868164
Ex 8,284685387.0671393,40000.0,14232.269353356967,[0 0 1 0 1 0],[1 4 3],0.15625286102294922
Ex 8,285154714.3665182,41000.0,14255.68571832591,[0 0 1 0 1 0],[1 4 4],0.17179536819458008
Ex 8,375970423.5961882,35000.0,18796.77117980941,[0 0 1 0 0 1],[0 0 0],0.015657901763916016
Ex 8,311559239.31322646,41000.0,15575.911965661324,[0 0 1 0 0 1],[1 2 0],0.649207592010498
